context,p,word,anchor,last_gate_read,last_PED_read,last_write,physical_free,local_outputs_done,output_policy_extra_hold
0,1,428,True,181310,48100,29958,181310,181457,147
0,1,429,True,181412,48109,29969,181412,181457,45
0,1,430,True,181413,48115,29969,181413,181457,44
0,1,431,True,181414,48124,29969,181414,181457,43
0,1,432,True,180303,49021,30030,180303,181457,1154
0,1,433,True,180304,49027,30030,180304,181457,1153
0,1,434,True,180305,49036,30030,180305,181457,1152
0,1,435,True,180407,49045,30091,180407,181457,1050
0,1,436,True,180408,49051,30091,180408,181457,1049
0,1,437,True,180409,49060,30091,180409,181457,1048
0,1,438,True,180511,49069,30152,180511,181457,946
0,1,439,True,180512,49075,30152,180512,181457,945
0,1,440,True,180513,49084,30152,180513,181457,944
0,1,441,True,180615,49093,30213,180615,181457,842
0,1,442,True,180616,49099,30213,180616,181457,841
0,1,443,True,180617,49108,30213,180617,181457,840
0,1,444,True,180719,49117,30274,180719,181457,738
0,1,445,True,180720,49123,30274,180720,181457,737
0,1,446,True,180721,49132,30274,180721,181457,736
0,1,447,True,180823,49141,30335,180823,181457,634
0,1,448,True,180824,49147,30335,180824,181457,633
0,1,449,True,180825,49156,30335,180825,181457,632
0,1,450,True,180927,49165,30396,180927,181457,530
0,1,451,True,180928,49171,30396,180928,181457,529
0,1,452,True,180929,49180,30396,180929,181457,528
0,1,453,True,181031,49189,30457,181031,181457,426
0,1,454,True,181032,49195,30457,181032,181457,425
0,1,455,True,181033,49204,30457,181033,181457,424
0,1,456,True,181135,49213,30518,181135,181457,322
0,1,457,True,181136,49219,30518,181136,181457,321
0,1,458,True,181137,49228,30518,181137,181457,320
0,1,459,True,181239,49237,30579,181239,181457,218
0,1,460,True,181240,49243,30579,181240,181457,217
0,1,461,True,181241,49252,30579,181241,181457,216
0,1,462,True,181343,49261,30640,181343,181457,114
0,1,463,True,181344,49267,30640,181344,181457,113
0,1,464,True,181345,49276,30640,181345,181457,112
0,1,465,True,181447,49285,30701,181447,181457,10
0,1,466,True,181448,49291,30701,181448,181457,9
0,1,467,True,181449,49300,30701,181449,181457,8
0,1,468,True,180308,50197,30712,180308,181457,1149
0,1,469,True,180309,50203,30712,180309,181457,1148
0,1,470,True,180310,50212,30712,180310,181457,1147
0,1,471,True,180412,50221,30723,180412,181457,1045
0,1,472,True,180413,50227,30723,180413,181457,1044
0,1,473,True,180414,50236,30723,180414,181457,1043
0,1,474,True,180516,50245,30734,180516,181457,941
0,1,475,True,180517,50251,30734,180517,181457,940
0,1,476,True,180518,50260,30734,180518,181457,939
0,1,477,True,180620,50269,30745,180620,181457,837
0,1,478,True,180621,50275,30745,180621,181457,836
0,1,479,True,180622,50284,30745,180622,181457,835
0,1,480,True,180724,50293,30756,180724,181457,733
0,1,481,True,180725,50299,30756,180725,181457,732
0,1,482,True,180726,50308,30756,180726,181457,731
0,1,483,True,180828,50317,30767,180828,181457,629
0,1,484,True,180829,50323,30767,180829,181457,628
0,1,485,True,180830,50332,30767,180830,181457,627
0,1,486,True,180932,50341,30778,180932,181457,525
0,1,487,True,180933,50347,30778,180933,181457,524
0,1,488,True,180934,50356,30778,180934,181457,523
0,1,489,True,181036,50365,30789,181036,181457,421
0,1,490,True,181037,50371,30789,181037,181457,420
0,1,491,True,181038,50380,30789,181038,181457,419
0,1,492,True,181140,50389,30800,181140,181457,317
0,1,493,True,181141,50395,30800,181141,181457,316
0,1,494,True,181142,50404,30800,181142,181457,315
0,1,495,True,181244,50413,30811,181244,181457,213
0,1,496,True,181245,50419,30811,181245,181457,212
0,1,497,True,181246,50428,30811,181246,181457,211
0,1,498,True,181348,50437,30822,181348,181457,109
0,1,499,True,181349,50443,30822,181349,181457,108
0,1,500,True,181350,50452,30822,181350,181457,107
0,1,501,True,181452,50461,30833,181452,181457,5
0,1,502,True,181453,50467,30833,181453,181457,4
0,1,503,True,181454,50476,30833,181454,181457,3
0,1,504,True,180298,51373,30894,180298,181457,1159
0,1,505,True,180299,51379,30894,180299,181457,1158
0,1,506,True,180300,51388,30894,180300,181457,1157
0,1,507,True,180402,51397,30955,180402,181457,1055
0,1,508,True,180403,51403,30955,180403,181457,1054
0,1,509,True,180404,51412,30955,180404,181457,1053
0,1,510,True,180506,51421,31016,180506,181457,951
0,1,511,True,180507,51427,31016,180507,181457,950
0,1,512,True,180508,51436,31016,180508,181457,949
0,1,513,True,180610,51445,31077,180610,181457,847
0,1,514,True,180611,51451,31077,180611,181457,846
0,1,515,True,180612,51460,31077,180612,181457,845
0,1,516,True,180714,51469,31138,180714,181457,743
0,1,517,True,180715,51475,31138,180715,181457,742
0,1,518,True,180716,51484,31138,180716,181457,741
0,1,519,True,180818,51493,31199,180818,181457,639
0,1,520,True,180819,51499,31199,180819,181457,638
0,1,521,True,180820,51508,31199,180820,181457,637
0,1,522,True,180922,51517,31260,180922,181457,535
0,1,523,True,180923,51523,31260,180923,181457,534
0,1,524,True,180924,51532,31260,180924,181457,533
0,1,525,True,181026,51541,31321,181026,181457,431
0,1,526,True,181027,51547,31321,181027,181457,430
0,1,527,True,181028,51556,31321,181028,181457,429
0,1,528,True,181130,51565,31382,181130,181457,327
0,1,529,True,181131,51571,31382,181131,181457,326
0,1,530,True,181132,51580,31382,181132,181457,325
0,1,531,True,181234,51589,31443,181234,181457,223
0,1,532,True,181235,51595,31443,181235,181457,222
0,1,533,True,181236,51604,31443,181236,181457,221
0,1,534,True,181338,51613,31504,181338,181457,119
0,1,535,True,181339,51619,31504,181339,181457,118
0,1,536,True,181340,51628,31504,181340,181457,117
0,1,537,True,181442,51637,31565,181442,181457,15
0,1,538,True,181443,51643,31565,181443,181457,14
0,1,539,True,181444,51652,31565,181444,181457,13
0,1,540,True,180263,52549,31626,180263,181457,1194
0,1,541,True,180264,52555,31626,180264,181457,1193
0,1,542,True,180265,52564,31626,180265,181457,1192
0,1,543,True,180367,52573,31687,180367,181457,1090
0,1,544,True,180368,52579,31687,180368,181457,1089
