case	real	time	intersection	reduce	stress	cycles_through_done_handshake	last_gate	source_reads	w_reads	w_zero	packets	events	commits	source_req_wait	w_req_wait	w_response_wait	output_wait	barrier_wait	psn_issues	nr_peak	w_pending_peak	w_accept_peak	source_accept_peak	first_tile0	first_tile1	w_metadata_reads	w_value_reads	compare_active_PE_beats	weight_pointer_advances_without_value	nrv_skips	nnz_tile0	nnz_tile1	image_bytes_tile0	image_bytes_tile1	frontend_load_beats	configuration_beats	rank_catchup_pe_beats	producer_calendar	source_writes	first_write	last_write	producer_write_wait	service_from_first_write
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	0	1	4620	4613	288	1571	0	370	5627	3616	11	515	0	26	17	2400	2	4	4	2	2	2	100	1471	0	0	1475	192	192	242	242	247	95	3072	1	288	1	572	0	4613
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	1	0	2413	2406	288	1571	0	370	5627	3616	16	0	0	0	14	2400	2	4	4	3	2	2	100	1471	0	0	1475	192	192	242	242	75	95	3072	1	288	1	572	0	2406
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	4	1	1	4620	4613	288	1571	0	370	5627	3616	11	515	0	22	14	2400	2	4	4	2	2	2	100	1471	0	0	1475	192	192	242	242	247	95	3072	1	288	1	572	0	4613
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	5	0	0	2416	2409	288	1571	0	370	5627	3616	16	0	0	0	16	2400	2	4	4	3	1	2	100	1471	0	0	1475	192	192	242	242	75	95	3072	1	288	1	572	0	2409
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	5	0	1	4620	4613	288	1571	0	370	5627	3616	11	515	0	26	17	2400	2	4	4	2	2	2	100	1471	0	0	1475	192	192	242	242	247	95	3072	1	288	1	572	0	4613
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	5	1	0	2413	2406	288	1571	0	370	5627	3616	16	0	0	0	14	2400	2	4	4	3	2	2	100	1471	0	0	1475	192	192	242	242	75	95	3072	1	288	1	572	0	2406
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	5	1	1	4620	4613	288	1571	0	370	5627	3616	11	515	0	22	14	2400	2	4	4	2	2	2	100	1471	0	0	1475	192	192	242	242	247	95	3072	1	288	1	572	0	4613
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	6	0	0	2416	2409	288	1571	0	370	5627	3616	16	0	0	0	16	2400	2	4	4	3	1	2	100	1471	0	0	1475	192	192	242	242	75	95	3072	1	288	1	572	0	2409
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	6	0	1	4620	4613	288	1571	0	370	5627	3616	11	515	0	26	17	2400	2	4	4	2	2	2	100	1471	0	0	1475	192	192	242	242	247	95	3072	1	288	1	572	0	4613
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	6	1	0	2413	2406	288	1571	0	370	5627	3616	16	0	0	0	14	2400	2	4	4	3	2	2	100	1471	0	0	1475	192	192	242	242	75	95	3072	1	288	1	572	0	2406
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	6	1	1	4620	4613	288	1571	0	370	5627	3616	11	515	0	22	14	2400	2	4	4	2	2	2	100	1471	0	0	1475	192	192	242	242	247	95	3072	1	288	1	572	0	4613
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	0	0	2570	2563	288	1576	0	371	4580	3273	284	0	0	0	6	2656	2	4	4	4	1	1	100	1476	0	0	1510	190	189	240	239	75	103	0	0	288	1	72	0	2563
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	0	1	5297	5290	288	1576	0	371	4580	3273	284	523	0	22	3	2656	2	4	4	4	0	1	100	1476	0	0	1510	190	189	240	239	246	103	0	0	288	1	72	0	5290
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	1	0	2569	2562	288	1576	0	371	4580	3273	284	0	0	0	2	2656	2	4	4	4	1	0	100	1476	0	0	1510	190	189	240	239	75	103	0	0	288	1	72	0	2562
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	1	1	5297	5290	288	1576	0	371	4580	3273	284	523	0	25	1	2656	2	4	4	4	0	1	100	1476	0	0	1510	190	189	240	239	246	103	0	0	288	1	72	0	5290
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	0	0	2644	2637	288	1576	0	371	4580	3273	284	0	0	0	6	2656	2	4	4	4	1	1	100	1476	0	0	1510	190	189	240	239	75	103	3072	0	288	1	72	0	2637
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	0	1	5432	5425	288	1576	0	371	4580	3273	284	531	0	23	3	2656	2	4	3	4	0	1	100	1476	0	0	1510	190	189	240	239	252	103	3072	0	288	1	72	0	5425
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	1	0	2643	2636	288	1576	0	371	4580	3273	284	0	0	0	2	2656	2	4	4	4	1	0	100	1476	0	0	1510	190	189	240	239	75	103	3072	0	288	1	72	0	2636
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	1	1	5432	5425	288	1576	0	371	4580	3273	284	531	0	23	1	2656	2	4	3	4	0	1	100	1476	0	0	1510	190	189	240	239	252	103	3072	0	288	1	72	0	5425
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	5	0	0	2641	2634	288	1576	0	371	4580	3273	284	0	0	0	6	2656	2	4	4	4	1	1	100	1476	0	0	1510	190	189	240	239	75	103	3072	0	288	1	72	0	2634
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	5	0	1	5432	5425	288	1576	0	371	4580	3273	284	530	0	23	3	2656	2	4	3	4	0	1	100	1476	0	0	1510	190	189	240	239	255	103	3072	0	288	1	72	0	5425
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	5	1	0	2640	2633	288	1576	0	371	4580	3273	284	0	0	0	2	2656	2	4	4	4	1	0	100	1476	0	0	1510	190	189	240	239	75	103	3072	0	288	1	72	0	2633
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	5	1	1	5432	5425	288	1576	0	371	4580	3273	284	530	0	23	1	2656	2	4	3	4	0	1	100	1476	0	0	1510	190	189	240	239	255	103	3072	0	288	1	72	0	5425
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	6	0	0	2641	2634	288	1576	0	371	4580	3273	284	0	0	0	6	2656	2	4	4	4	1	1	100	1476	0	0	1510	190	189	240	239	75	103	3072	0	288	1	72	0	2634
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	6	0	1	5432	5425	288	1576	0	371	4580	3273	284	530	0	23	3	2656	2	4	3	4	0	1	100	1476	0	0	1510	190	189	240	239	255	103	3072	0	288	1	72	0	5425
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	6	1	0	2640	2633	288	1576	0	371	4580	3273	284	0	0	0	2	2656	2	4	4	4	1	0	100	1476	0	0	1510	190	189	240	239	75	103	3072	0	288	1	72	0	2633
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	6	1	1	5432	5425	288	1576	0	371	4580	3273	284	530	0	23	1	2656	2	4	3	4	0	1	100	1476	0	0	1510	190	189	240	239	255	103	3072	0	288	1	72	0	5425
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	0	0	2572	2565	288	1576	0	371	4580	3273	13	0	0	0	6	2656	2	4	4	3	1	1	100	1476	0	0	1510	190	189	240	239	75	103	0	1	288	1	572	0	2565
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	0	1	5297	5290	288	1576	0	371	4580	3273	9	521	0	22	3	2656	2	4	4	2	0	1	100	1476	0	0	1510	190	189	240	239	246	103	0	1	288	1	572	0	5290
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	1	0	2571	2564	288	1576	0	371	4580	3273	13	0	0	0	2	2656	2	4	4	3	1	0	100	1476	0	0	1510	190	189	240	239	75	103	0	1	288	1	572	0	2564
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	3	1	1	5297	5290	288	1576	0	371	4580	3273	9	521	0	25	1	2656	2	4	4	2	0	1	100	1476	0	0	1510	190	189	240	239	246	103	0	1	288	1	572	0	5290
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	0	0	2578	2571	288	1576	0	371	4580	3273	23	0	0	0	6	2656	2	4	4	3	1	1	100	1476	0	0	1510	190	189	240	239	75	103	3072	1	288	1	572	0	2571
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	0	1	5297	5290	288	1576	0	371	4580	3273	10	485	0	22	5	2656	2	4	4	2	0	2	100	1476	0	0	1510	190	189	240	239	247	103	3072	1	288	1	572	0	5290
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	1	0	2577	2570	288	1576	0	371	4580	3273	23	0	0	0	2	2656	2	4	4	3	1	0	100	1476	0	0	1510	190	189	240	239	75	103	3072	1	288	1	572	0	2570
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	4	1	1	5297	5290	288	1576	0	371	4580	3273	10	485	0	27	3	2656	2	4	4	2	0	1	100	1476	0	0	1510	190	189	240	239	247	103	3072	1	288	1	572	0	5290
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	5	0	0	2578	2571	288	1576	0	371	4580	3273	23	0	0	0	6	2656	2	4	4	3	1	1	100	1476	0	0	1510	190	189	240	239	75	103	3072	1	288	1	572	0	2571
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	5	0	1	5297	5290	288	1576	0	371	4580	3273	10	485	0	22	5	2656	2	4	4	2	0	2	100	1476	0	0	1510	190	189	240	239	247	103	3072	1	288	1	572	0	5290
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	5	1	0	2577	2570	288	1576	0	371	4580	3273	23	0	0	0	2	2656	2	4	4	3	1	0	100	1476	0	0	1510	190	189	240	239	75	103	3072	1	288	1	572	0	2570
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	5	1	1	5297	5290	288	1576	0	371	4580	3273	10	485	0	27	3	2656	2	4	4	2	0	1	100	1476	0	0	1510	190	189	240	239	247	103	3072	1	288	1	572	0	5290
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	6	0	0	2578	2571	288	1576	0	371	4580	3273	23	0	0	0	6	2656	2	4	4	3	1	1	100	1476	0	0	1510	190	189	240	239	75	103	3072	1	288	1	572	0	2571
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	6	0	1	5297	5290	288	1576	0	371	4580	3273	10	485	0	22	5	2656	2	4	4	2	0	2	100	1476	0	0	1510	190	189	240	239	247	103	3072	1	288	1	572	0	5290
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	6	1	0	2577	2570	288	1576	0	371	4580	3273	23	0	0	0	2	2656	2	4	4	3	1	0	100	1476	0	0	1510	190	189	240	239	75	103	3072	1	288	1	572	0	2570
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	6	1	1	5297	5290	288	1576	0	371	4580	3273	10	485	0	27	3	2656	2	4	4	2	0	1	100	1476	0	0	1510	190	189	240	239	247	103	3072	1	288	1	572	0	5290
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	0	0	2540	2533	288	1576	0	371	5837	3756	284	0	1	0	3	2400	2	4	4	4	0	1	100	1476	0	0	1510	190	189	240	239	75	95	0	0	288	1	72	0	2533
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	0	1	5247	5240	288	1576	0	371	5837	3756	284	553	0	33	10	2400	2	4	3	4	2	0	100	1476	0	0	1510	190	189	240	239	251	95	0	0	288	1	72	0	5240
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	1	0	2531	2524	288	1576	0	371	5837	3756	284	0	0	0	0	2400	2	4	4	4	0	0	100	1476	0	0	1510	190	189	240	239	75	95	0	0	288	1	72	0	2524
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	1	1	5241	5234	288	1576	0	371	5837	3756	284	553	0	35	5	2400	2	4	3	4	1	0	100	1476	0	0	1510	190	189	240	239	251	95	0	0	288	1	72	0	5234
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	0	0	2614	2607	288	1576	0	371	5837	3756	284	0	1	0	3	2400	2	4	4	4	0	1	100	1476	0	0	1510	190	189	240	239	75	95	3072	0	288	1	72	0	2607
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	0	1	5362	5355	288	1576	0	371	5837	3756	284	523	0	37	12	2400	2	4	4	4	2	0	100	1476	0	0	1510	190	189	240	239	251	95	3072	0	288	1	72	0	5355
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	1	0	2605	2598	288	1576	0	371	5837	3756	284	0	0	0	0	2400	2	4	4	4	0	0	100	1476	0	0	1510	190	189	240	239	75	95	3072	0	288	1	72	0	2598
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	1	1	5342	5335	288	1576	0	371	5837	3756	284	523	0	26	5	2400	2	4	4	4	1	0	100	1476	0	0	1510	190	189	240	239	251	95	3072	0	288	1	72	0	5335
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	5	0	0	2611	2604	288	1576	0	371	5837	3756	284	0	1	0	3	2400	2	4	4	4	0	1	100	1476	0	0	1510	190	189	240	239	75	95	3072	0	288	1	72	0	2604
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	5	0	1	5362	5355	288	1576	0	371	5837	3756	284	521	0	37	12	2400	2	4	3	4	2	0	100	1476	0	0	1510	190	189	240	239	254	95	3072	0	288	1	72	0	5355
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	5	1	0	2602	2595	288	1576	0	371	5837	3756	284	0	0	0	0	2400	2	4	4	4	0	0	100	1476	0	0	1510	190	189	240	239	75	95	3072	0	288	1	72	0	2595
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	5	1	1	5342	5335	288	1576	0	371	5837	3756	284	521	0	26	5	2400	2	4	3	4	1	0	100	1476	0	0	1510	190	189	240	239	254	95	3072	0	288	1	72	0	5335
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	6	0	0	2611	2604	288	1576	0	371	5837	3756	284	0	1	0	3	2400	2	4	4	4	0	1	100	1476	0	0	1510	190	189	240	239	75	95	3072	0	288	1	72	0	2604
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	6	0	1	5362	5355	288	1576	0	371	5837	3756	284	521	0	37	12	2400	2	4	3	4	2	0	100	1476	0	0	1510	190	189	240	239	254	95	3072	0	288	1	72	0	5355
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	6	1	0	2602	2595	288	1576	0	371	5837	3756	284	0	0	0	0	2400	2	4	4	4	0	0	100	1476	0	0	1510	190	189	240	239	75	95	3072	0	288	1	72	0	2595
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	6	1	1	5342	5335	288	1576	0	371	5837	3756	284	521	0	26	5	2400	2	4	3	4	1	0	100	1476	0	0	1510	190	189	240	239	254	95	3072	0	288	1	72	0	5335
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	0	0	2541	2534	288	1576	0	371	5837	3756	13	0	0	0	3	2400	2	4	4	3	0	1	100	1476	0	0	1510	190	189	240	239	75	95	0	1	288	1	572	0	2534
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	0	1	5202	5195	288	1576	0	371	5837	3756	8	527	0	45	13	2400	2	4	3	2	2	0	100	1476	0	0	1510	190	189	240	239	251	95	0	1	288	1	572	0	5195
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	1	0	2533	2526	288	1576	0	371	5837	3756	13	0	0	0	0	2400	2	4	4	3	0	0	100	1476	0	0	1510	190	189	240	239	75	95	0	1	288	1	572	0	2526
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	3	1	1	5190	5183	288	1576	0	371	5837	3756	8	527	0	42	5	2400	2	4	3	2	1	0	100	1476	0	0	1510	190	189	240	239	251	95	0	1	288	1	572	0	5183
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	0	0	2547	2540	288	1576	0	371	5837	3756	23	0	0	0	3	2400	2	4	4	3	0	1	100	1476	0	0	1510	190	189	240	239	75	95	3072	1	288	1	572	0	2540
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	0	1	5190	5183	288	1576	0	371	5837	3756	9	494	0	26	10	2400	2	4	4	2	1	1	100	1476	0	0	1510	190	189	240	239	247	95	3072	1	288	1	572	0	5183
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	1	0	2539	2532	288	1576	0	371	5837	3756	23	0	0	0	0	2400	2	4	4	3	0	0	100	1476	0	0	1510	190	189	240	239	75	95	3072	1	288	1	572	0	2532
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	4	1	1	5183	5176	288	1576	0	371	5837	3756	9	494	0	30	1	2400	2	4	4	2	1	0	100	1476	0	0	1510	190	189	240	239	247	95	3072	1	288	1	572	0	5176
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	5	0	0	2547	2540	288	1576	0	371	5837	3756	23	0	0	0	3	2400	2	4	4	3	0	1	100	1476	0	0	1510	190	189	240	239	75	95	3072	1	288	1	572	0	2540
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	5	0	1	5190	5183	288	1576	0	371	5837	3756	9	494	0	26	10	2400	2	4	4	2	1	1	100	1476	0	0	1510	190	189	240	239	247	95	3072	1	288	1	572	0	5183
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	5	1	0	2539	2532	288	1576	0	371	5837	3756	23	0	0	0	0	2400	2	4	4	3	0	0	100	1476	0	0	1510	190	189	240	239	75	95	3072	1	288	1	572	0	2532
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	5	1	1	5183	5176	288	1576	0	371	5837	3756	9	494	0	30	1	2400	2	4	4	2	1	0	100	1476	0	0	1510	190	189	240	239	247	95	3072	1	288	1	572	0	5176
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	6	0	0	2547	2540	288	1576	0	371	5837	3756	23	0	0	0	3	2400	2	4	4	3	0	1	100	1476	0	0	1510	190	189	240	239	75	95	3072	1	288	1	572	0	2540
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	6	0	1	5190	5183	288	1576	0	371	5837	3756	9	494	0	26	10	2400	2	4	4	2	1	1	100	1476	0	0	1510	190	189	240	239	247	95	3072	1	288	1	572	0	5183
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	6	1	0	2539	2532	288	1576	0	371	5837	3756	23	0	0	0	0	2400	2	4	4	3	0	0	100	1476	0	0	1510	190	189	240	239	75	95	3072	1	288	1	572	0	2532
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	6	1	1	5183	5176	288	1576	0	371	5837	3756	9	494	0	30	1	2400	2	4	4	2	1	0	100	1476	0	0	1510	190	189	240	239	247	95	3072	1	288	1	572	0	5176
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	0	0	2567	2560	288	1555	0	367	4490	3148	284	0	0	0	2	2656	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	103	0	0	288	1	72	0	2560
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	0	1	5183	5176	288	1555	0	367	4490	3148	284	521	0	18	4	2656	2	4	4	4	0	1	100	1455	0	0	1491	190	187	240	237	246	103	0	0	288	1	72	0	5176
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	1	0	2566	2559	288	1555	0	367	4490	3148	284	0	0	0	2	2656	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	103	0	0	288	1	72	0	2559
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	1	1	5183	5176	288	1555	0	367	4490	3148	284	521	0	20	4	2656	2	4	4	4	0	1	100	1455	0	0	1491	190	187	240	237	246	103	0	0	288	1	72	0	5176
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	0	0	2641	2634	288	1555	0	367	4490	3148	284	0	0	0	2	2656	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	103	3072	0	288	1	72	0	2634
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	0	1	5202	5195	288	1555	0	367	4490	3148	284	513	0	31	3	2656	2	4	4	4	0	1	100	1455	0	0	1491	190	187	240	237	252	103	3072	0	288	1	72	0	5195
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	1	0	2640	2633	288	1555	0	367	4490	3148	284	0	0	0	2	2656	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	103	3072	0	288	1	72	0	2633
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	4	1	1	5202	5195	288	1555	0	367	4490	3148	284	513	0	33	4	2656	2	4	4	4	0	1	100	1455	0	0	1491	190	187	240	237	252	103	3072	0	288	1	72	0	5195
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	5	0	0	2638	2631	288	1555	0	367	4490	3148	284	0	0	0	2	2656	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	103	3072	0	288	1	72	0	2631
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	5	0	1	5202	5195	288	1555	0	367	4490	3148	284	512	0	31	3	2656	2	4	4	4	0	1	100	1455	0	0	1491	190	187	240	237	255	103	3072	0	288	1	72	0	5195
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	5	1	0	2637	2630	288	1555	0	367	4490	3148	284	0	0	0	2	2656	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	103	3072	0	288	1	72	0	2630
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	5	1	1	5202	5195	288	1555	0	367	4490	3148	284	512	0	33	4	2656	2	4	4	4	0	1	100	1455	0	0	1491	190	187	240	237	255	103	3072	0	288	1	72	0	5195
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	6	0	0	2638	2631	288	1555	0	367	4490	3148	284	0	0	0	2	2656	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	103	3072	0	288	1	72	0	2631
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	6	0	1	5202	5195	288	1555	0	367	4490	3148	284	512	0	31	3	2656	2	4	4	4	0	1	100	1455	0	0	1491	190	187	240	237	255	103	3072	0	288	1	72	0	5195
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	6	1	0	2637	2630	288	1555	0	367	4490	3148	284	0	0	0	2	2656	2	4	4	4	1	0	100	1455	0	0	1491	190	187	240	237	75	103	3072	0	288	1	72	0	2630
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	6	1	1	5202	5195	288	1555	0	367	4490	3148	284	512	0	33	4	2656	2	4	4	4	0	1	100	1455	0	0	1491	190	187	240	237	255	103	3072	0	288	1	72	0	5195
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	0	0	2573	2566	288	1555	0	367	4490	3148	13	0	0	0	2	2656	2	4	4	2	1	0	100	1455	0	0	1491	190	187	240	237	75	103	0	1	288	1	572	0	2566
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	0	1	5183	5176	288	1555	0	367	4490	3148	7	521	0	18	4	2656	2	4	4	3	0	1	100	1455	0	0	1491	190	187	240	237	246	103	0	1	288	1	572	0	5176
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	3	1	0	2572	2565	288	1555	0	367	4490	3148	13	0	0	0	2	2656	2	4	4	2	1	0	100	1455	0	0	1491	190	187	240	237	75	103	0	1	288	1	572	0	2565
